name_kor,name_eng,date_of_birth,url
최준식,Jun-Sik Choi,1994-05-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=11075
조동현,Dong-Hyeon Cho,1984-04-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10073
리오스,Daniel Danny Rios,1972-11-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=2254
이경록,Kyeong-Rok Lee ,1989-01-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10728
한동훈,Dong-Hoon Han,1993-06-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10799
이제우,Je-Woo Lee,1991-05-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=10019
이동훈,Dong-Hoon Lee,1989-04-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=11191
윤민호,Min-ho Yoon,2012-01-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10822
변강득,Kang-Deuk Byun,1987-05-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=10791
한성구,Sung-Gu Han,1988-09-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10800
조태진,Tae-Jin Cho,1989-08-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10823
김진우,Jin-Woo Kim,1983-03-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10695
김종문,Jong-Mun Kim,1990-04-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10809
이두환,Doo-Hwan Lee,1988-03-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10179
라미레즈,Horacio Ramirez,1979-11-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10926
김주호,Ju-Ho Kim,1984-04-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=2274
서동욱,Dong-Wook Seo,1984-03-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10486
엄정대,Jung-Dae Um,1975-05-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=2029
황윤성,Yoon-Sung Hwang,1974-03-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=1688
차일목,Il-Mok Cha,1981-01-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10005
허준,Jun Heo,1970-05-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=1759
임준혁,Jun-Hyeok Lim,1984-10-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=10068
진필중,Pil-Jung Jin,1972-10-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=1894
최용호,Yong-Ho Choi,1976-04-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=2017
존슨,Mike Johnson,1975-10-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10159
이정상,Jung-Sang Lee,1984-07-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=2286
김원섭,Won-Seop Kim,1978-12-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10029
박재홍,Jae-Hong Park,1973-09-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10113
최동락,Dong-Rak Choi,1980-12-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=2288
이동현,Dong-Hyun Lee,1979-11-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10063
김주형,Ju-Hyeong Kim,1985-12-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10650
심재학,Jae-Hak Sim,1972-10-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=1867
조규제,Kyu-Je Cho,1967-10-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=1608
박근홍,Geun-Hong Park,1985-08-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=11112
손지환,Ji-Hwan Son,1978-11-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10098
박강우,Kang-Woo Park ,1980-07-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=2327
마해영,Hae-Young Ma,1970-08-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=1865
김성계,Sung-Gye Kim,1985-05-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=10786
마뇽,Julio Manon,1973-06-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=2326
김주용,Ju-Yong Kim,1980-01-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2293
최훈락,Hoon-Rak Choi,1982-05-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10040
윤석민,Suk-Min Yoon,1986-07-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10061
전병두,Byung-Doo Jeon,1984-10-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10152
주창훈,Chang-Hoon Joo,1981-12-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2348
진해수,Hae-Soo Jin,1986-06-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10075
이범석,Beom-Seok Lee,1985-12-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=10067
백정훈,Jung-Hoon Baek ,1982-06-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=2343
김건한,Geon-Han Kim,1981-03-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10045
김성호,Sung-Ho Kim,1981-04-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=2340
임성민,Sung-Min Lim,1982-06-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=2347
블랭크,Matt Blank,1976-04-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=2357
그레이싱어,Seth Adam Greisinger,1975-07-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=2354
곽정철,Jung-Cheol Kwak,1986-03-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10043
박경태,Kyung-Tae Park,1987-09-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10050
한규식,Kyu-Sik Han,1976-09-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=2089
한기주,Gi-Ju Han,1987-04-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=10077
백승훈,Seung-Hoon Baek,1980-05-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=2280
서브넥,Michael Serveneck,1976-08-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=2375
스캇,Scott Seabol,1975-05-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2377
조경환,Kyung-Hwan Cho,1972-08-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=2038
손상정,Sang-Jung Son,1982-04-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=2361
류은재,Eun-Jae Ryu,1983-12-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10701
이강서,Kang-Seo Lee,1984-01-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=2404
김연훈,Yeon-Hoon Kim,1984-12-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=10089
최희섭,Hee-Seop Choi,1979-03-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10025
권윤민,Yoon-Min Kwon,1979-01-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=2405
이호신,Ho-Shin Lee,1984-05-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10038
서튼,Larry James Sutton,1970-05-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=14895
로드리게스,Félix Antonio Rodríguez,1972-09-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=2413
양현종,Hyeon-Jong Yang,1988-03-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10058
이준수,Jun-Soo Lee,1988-06-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10931
에서튼,Seth Michael Etherton,1976-10-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=2414
스코비,Jason Hall Scobie,1979-09-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=2409
김정수,Jung-Soo Kim,1986-03-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=2401
나지완,Ji-Wahn Na,1985-05-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10030
강동우,Dong-Woo Kang,1974-04-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10564
김선빈,Sun-Bin Kim,1989-12-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10008
유용목,Yong-Mok Yoo ,1986-06-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=2400
안재만,Jae-Man An,1974-10-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=1983
리마,José Desiderio Rodríguez Lima,1972-09-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=2428
채종범,Jong-Beom Chae,1977-12-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10039
이성우,Seong-Woo Lee,1981-09-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10004
서재응,Jae-Eung Seo,1977-05-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=10053
발데스,Wilson Antonio Valdez,1978-05-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=2420
데이비스,Kane Davis,1975-06-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=2429
전우엽,Woo-Yeop Jeon ,1989-06-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10070
최경환,Kyeong-Hwan Choi,1972-05-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10041
정민태,Min-Tae Chung,1970-03-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=1716
디아즈,Felix Antonio Diaz,1980-07-27,https://statiz.sporki.com/player/?m=playerinfo&p_no=2422
최용규,Yong-Gyu Choi,1985-08-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=10024
김주현,Joo-Hyun Kim,1988-04-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=11285
이명환,Myeong-Hwan Lee,1985-04-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=11173
신종길,Jong-Gil Shin,1983-12-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=10031
손정훈,Jung-Hun Son,1986-01-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10013
안치홍,Chi-Hong An,1990-07-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10014
정용운,Yong-Woon Jung,1990-07-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=10072
김영수,Young-Soo Kim,1975-01-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10046
로페즈,Aquilino Lopez,1975-04-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10048
박기남,Gi-Nam Park,1981-08-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=10011
박상혁,Sang-Hyuk Park,1990-03-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10051
이종환,Jong-Hwan Lee,1986-05-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10941
안영명,Yeong-Myeong Ahn,1984-11-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10600
홍재호,Jae-Ho Hong,1987-05-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=10027
김다원,Da-Won Kim,1985-09-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10626
임기준,Gi-Jun Lim,1991-10-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10066
심동섭,Dong-Sub Sim,1991-09-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10056
박성호,Sung-Ho Park,1986-07-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10595
라이트,Matt Wright,1982-03-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=2436
임한용,Han-Yong Lim,1987-07-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10037
최병연,Byeong-Yeon Choi,1986-12-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=11304
이준호,Jun-Ho Lee,1987-09-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10703
콜론,Román benedicto Colón,1979-08-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=2433
이범호,Beom-Ho Lee,1981-11-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=10559
홍건희,Geon-Hui Hong,1992-09-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=10696
윤정우,Jeong-U Yoon,1988-05-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10651
정상교,Sang-Kyo Jeong,1991-10-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10705
박종섭,Jong-Seop Park,1983-04-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10175
우병걸,Byunggeol Woo,1990-03-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=10700
트레비스,Travis Jarrod Blackley,1982-11-04,https://statiz.sporki.com/player/?m=playerinfo&p_no=10649
김윤동,Yun-Dong Kim,1993-04-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=10821
임준섭,Joon-Seop Lim,1989-07-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10795
조영훈,Yeong-Hun Cho,1982-11-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10330
박지훈,Ji-Hoon Park,1989-09-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10789
앤서니,Anthony Allen Lerew,1982-10-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10794
박승민,Seung-Min Park,1977-03-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10439
홍성민,Sung-Min Hong,1989-07-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10814
한승혁,Seung-Hyeok Han,1993-01-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10812
윤해진,Hae-Jin Yun,1989-02-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=10816
신창호,Chang-Ho Shin,1987-03-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=10793
소사,Henry Sosa,1985-07-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10933
장시하,Si-Ha Jang,1992-05-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10817
김주찬,Joo-Chan Kim,1981-03-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=10239
손동욱,Dong-Wook Son,1989-08-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=11069
강귀태,Gui-Tae Kang,1979-08-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=10385
신승현,Seung-Hyeon Shin,1983-08-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10138
이대환,Dae-Hwan Lee,1979-05-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10446
이홍구,Hong-Gu Lee,1990-12-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=11071
고장혁,Jang-Hyuk Ko,1990-01-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=11073
박준표,Joon-Pyo Park,1992-06-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=11070
백용환,Yong-Hwan Baek,1989-03-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10003
빌로우,Duane Arthur Below,1985-11-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=11184
송은범,Eun-Beom Song,1984-03-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10137
이재율,Jae-Yul Lee,1986-05-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10740
황수현,Soo-Hyeon Hwang,1991-08-31,https://statiz.sporki.com/player/?m=playerinfo&p_no=11307
김광연,Kwang-Yeon Kim,1991-11-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=11192
김민우,Min-Woo Kim,1979-03-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10397
강한울,Han-Wool Kang,1991-09-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=11255
김준,Jun Kim,1985-10-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10132
최영필,Yeong-Pil Choi,1974-05-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=10617
김태영,Tae-Yeoung Kim,1980-04-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=10198
김지훈,Ji-Hun Kim,1992-04-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=11257
어센시오,Jairo Manuel Asencio,1983-05-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=11262
김병현,Byeong-Hyeon Kim,1979-01-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10843
박찬호,Chan-Ho Park,1995-06-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=11261
이대형,Dae-Hyeong Lee,1983-07-19,https://statiz.sporki.com/player/?m=playerinfo&p_no=10490
박준태,Jun-Tae Park,1991-07-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=11260
토마스,Justin Joseph Thomas,1984-01-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=11292
홀튼,Dennis Sean D. J. Houlton Jr.,1979-08-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=11265
필,Brett Michael Pill,1984-09-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=11264
최현정,Hyeon-Jeong Choi,1992-12-03,https://statiz.sporki.com/player/?m=playerinfo&p_no=10732
백세웅,Se-woong Baek,1992-10-17,https://statiz.sporki.com/player/?m=playerinfo&p_no=10746
박진두,Jin-Doo Park,1996-03-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=11424
황대인,Dae-In Hwang,1996-02-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=11306
김광수,Kwang-Soo Kim,1981-05-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=10502
이민우,Min-Woo Lee,1993-02-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=13003
박동민,Dong-Min Park,1992-08-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=12520
황인준,In-Jun Hwang,1991-07-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=13180
박정우,Jeong-Woo Park,1996-03-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=14686
에반,Evan David Meek,1983-05-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=11548
박정수,Jung-Su Park,1996-01-29,https://statiz.sporki.com/player/?m=playerinfo&p_no=11300
문경찬,Gyeong-Chan Moon,1992-07-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=11299
유창식,Chang-Sik Yu,1992-05-15,https://statiz.sporki.com/player/?m=playerinfo&p_no=10678
오준혁,Jun-Hyeok Oh,1992-03-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=10672
김호령,Ho-Ryeong Kim,1992-04-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=11298
스틴슨,Joshua Randall Stinson,1988-03-14,https://statiz.sporki.com/player/?m=playerinfo&p_no=11301
험버,Philip Gregory Humber,1982-12-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=11305
이종석,Jong-Seok Lee,1992-07-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=11302
이준영,Jun-Yeong Lee,1992-08-10,https://statiz.sporki.com/player/?m=playerinfo&p_no=11303
이인행,In-Haeng Lee,1991-06-30,https://statiz.sporki.com/player/?m=playerinfo&p_no=10018
이은총,Eun-Chong Lee,1991-04-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=11482
전현태,Hyun-Tae Jeon,1986-07-09,https://statiz.sporki.com/player/?m=playerinfo&p_no=10561
김명찬,Myeong-Chan Kim,1992-10-24,https://statiz.sporki.com/player/?m=playerinfo&p_no=11297
노수광,Soo-Gwang Noh,1990-08-06,https://statiz.sporki.com/player/?m=playerinfo&p_no=11268
최원준,Won-Jun Choi,1997-03-23,https://statiz.sporki.com/player/?m=playerinfo&p_no=12534
남하준,Ha-Joon Nam,1996-09-13,https://statiz.sporki.com/player/?m=playerinfo&p_no=12535
김규성,Kyu-Sung Kim,1997-03-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=12540
류승현,Seung-Hyun Ryu,1997-07-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=12543
유근상,Geun-sang Yoo,1993-04-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=14193
김성민,Seong-min Kim,1997-08-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=13183
지크,Ezekiel Stephen Zeke Spruill,1989-09-11,https://statiz.sporki.com/player/?m=playerinfo&p_no=12510
김현준,Hyun-Jun Kim,1997-06-05,https://statiz.sporki.com/player/?m=playerinfo&p_no=12533
이승우,Seung-Woo Lee,1997-07-01,https://statiz.sporki.com/player/?m=playerinfo&p_no=12542
고효준,Hyo-Jun Ko,1983-02-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10124
배힘찬,Him-Chan Bae,1983-12-08,https://statiz.sporki.com/player/?m=playerinfo&p_no=10440
한승택,Seung-Taek Han,1994-06-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=11119
헥터,Hector Noesi,1987-01-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=12509
이진영,Jin-Young Lee,1997-07-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=12539
정동현,Dong-Hyun Jeong,1997-03-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=12536
신범수,Beom-Soo Shin,1998-01-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=12541
서덕원,Deok-Won Seo,1993-07-12,https://statiz.sporki.com/player/?m=playerinfo&p_no=12538
전상현,Sang-Hyun Jeon,1996-04-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=12537
강이준,Yi-Jun Kang,1998-04-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=12866
김지성,Ji-Seong Kim,1985-07-20,https://statiz.sporki.com/player/?m=playerinfo&p_no=10940
송후섭,Hoo-Seob Song,1997-06-18,https://statiz.sporki.com/player/?m=playerinfo&p_no=12867
김석환,Seok-Hwan Kim,1999-02-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=12917
최승주,Seung-Ju Choi,1998-07-22,https://statiz.sporki.com/player/?m=playerinfo&p_no=12870
최정민,Jung-Min Choi,1989-06-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=10808
유재신,Jae-Shin Yoo,1987-11-21,https://statiz.sporki.com/player/?m=playerinfo&p_no=10401
이명기,Myung-Ki Lee,1987-12-26,https://statiz.sporki.com/player/?m=playerinfo&p_no=10119
김민식,Min-Sik Kim,1989-06-28,https://statiz.sporki.com/player/?m=playerinfo&p_no=10707
최형우,Hyung-Woo Choi,1983-12-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10344
임기영,Gi-Yeong Im,1993-04-16,https://statiz.sporki.com/player/?m=playerinfo&p_no=10909
유승철,Seung-Chul Yoo,1998-03-02,https://statiz.sporki.com/player/?m=playerinfo&p_no=12914
이정훈,Jeong-Hun Lee,1994-12-07,https://statiz.sporki.com/player/?m=playerinfo&p_no=12916
팻딘,Patrick Michael Dean,1989-05-25,https://statiz.sporki.com/player/?m=playerinfo&p_no=12949
